relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_journal.pone.0002888.pdf_35_35_32_32_10_11	CD24/HP:0002202|Pleural effusion	{32}	{10,11}	{Using,in,zxitro-separated,tumorigenic,cells,from,malignant,human,breast,cancer-derived,pleural,effusions,",",Al,Hajj,and,colleagues,isolated,a,cell,population,characterized,by,high,CD44,expression,and,low,or,undetectable,levels,of,CD24,(,CD44,+,CD24,_,/,1,"\\"",”,),[,25,],.}	{"Over the past few years , candidate cancer stem cells have been identiﬁed in a variety of human malignancies including leukemias and a number of solid tumors such as glioblastomas , medulloblastomas and carcinomas [ ll — 24 ] .","Breast cancer is the ﬁrst human carcinoma for which a putative cancer stem cell subpopulation has been isolated [ 25 ] ."}	{"These cells were highly tumorigenic when injected into immunocompromised NOD / SCID mice and shared classic features of normal stem cells , including the capacity for self-renewal and generation of heterogeneous progeny [ 25 ] .","The stem / progenitor cell"}	0.316
RELATION_GENEHPOTERM_journal.pone.0009977.pdf_59_59_39_39_47_47	CD146/HP:0002861|Melanoma	{39}	{47}	{We,also,show,that,PAX3,-,positive,epidermal,melanocytes,of,normal,skin,are,molecularly,distinct,from,those,of,the,hair,follicle,",",which,like,melanoma,cells,express,Melanoma,cell,adhesion,molecule,(,MCAM,",",also,known,as,MUC18,/,CD146,),",",associated,with,cell,migration,and,melanoma,progression,and,metastasis,.}	{"Moreover , PAX3 — positive melanocytes frequently show expression of BCL2like 1 ( BCL2Ll , also known as Bcl-X , bcl-xL or BCL-XL / S ) , an antiapoptotic marker .","Taken together these results indicate that melanocytes of normal skin display a phenotype that is predisposed to malignant transformation ( antiapoptotic , undifferentiated and proliferative ) ."}	{Results,"PAX3 expression in normal skin , naevi and melanoma PAX3 expression was analysed by immunohistochemistry in tissue sections from paraffin embedded samples of normal skin , naevus , primary melanoma and melanoma metastases ."}	0.53
RELATION_GENEHPOTERM_journal.pone.0056878.pdf_593_593_28_28_30_31	CD133/HP:0003003|Colon cancer	{28}	{30,31}	{Corbo,C,",",Orru,S,",",Gemei,IVI,",",Noto,RD,",",1,"\\\\",’,Iirabe11i,P,",",et,al.,(,2012,),Protein,cross,»,talk,in,CD133,+,colon,cancer,cells,indicates,activation,of,the,Wlnt,pathway,and,upregulation,of,SRp20,that,is,potentially,involved,in,tumorigenicity,.}	{"Spee B , Carpino G , Schotanus BA , Katoonizadeh A , Vander Borght S , et al. ( 2010 ) Characterisation of the liver progenitor cell niche in liver diseases : potential involvement of \\\\ / Vnt and Notch signalling .","Gut 59 : 2474257 ."}	{"Proteomics 12 : 204542059 .","Zhang C , Xu Y , ZhaoJ , Fan L , Jiang G , et al. ( 201 1 ) Elevated Expression of the Stem Cell 1 \\\\ Iarker CD133 Associated with Line-1 Demethylation in Hepato ~ cellular Carcinoma ."}	0.562
RELATION_GENEHPOTERM_journal.pone.0041036.pdf_770_770_23_23_27_27	CD133/HP:0100843|Glioblastoma	{23}	{27}	{YiJN1,",",Tsai,HC,",",Glockner,SC,",",Lin,S,",",Ohm,JE,",",et,al.,(,2008,),Abnormal,DNA,methylation,of,CD133,in,colorectal,and,glioblastoma,tumors,.}	{"VVu H , D’A1essio AC , Ito S , Xia K , VVang Z , et al. ( 201 1 ) Dual functions of Tetl in transcriptional regulation in mouse embryonic stem cells .","Nature 473 ( 7347 ) : 3894393 ."}	{"Cancer Res 68 ( 19 ) : 809448103 .","Zeppernick F , Ahmadi R , Campos B , Dictus C , Helmke BN1 , et al. ( 2008 ) Stem cell marker CD133 affects clinical outcome in glioma patients ."}	0.734
RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0103760.pdf_61_61_37_37_19_19_UNSUP	AIF/apoptosis	{37}	{19}	{For,example,",",in,the,bladder,cancer,cell,line,T24,",",CuE,administered,at,0.5,—,l,uM,induced,apoptosis,and,triggered,up-regulation,of,Fas,/,CD95,",",truncated,BID,(,t-BID,),",",apoptosis-inducing,factor,(,AIF,),",",and,sequential,activation,of,caspase-8,",",caspase-9,",",and,caspase-3,[,7,],.}	{"C ! )","CrossMark clldlarupdaras effects are not entirely clear and seem to vary considerably ."}	{"CuE at 1 — 10 uM has also consistently decreased levels of the anti-apoptotic proteins XIAP , Survivin , and Mcl-1 , and increased levels of the pro-apoptotic protein Bax in human leukemia HL-60 cells [ 8 ] .","The diversity of these results suggest that both mitochondrial ( intrinsic ) and death receptor ( extrinsic ) apoptotic signaling pathways play roles in CuE-induced apoptosis ."}	0.262
RELATION_GENEHPOTERM_journal.pone.0054962.pdf_333_333_18_18_148_149	SPARC/HP:0003003|Colon cancer	{18}	{148,149}	{Remarkably,a,large,group,of,interacting,genes,were,found,upregulated,(,Figure,8B,),in,the,context,of,SPARC,deﬁciency,including,at,the,center,of,the,network,those,encoding,ATM,(,ataxia,telangiectasia-mutated,),kinase,[,31,],and,the,transcription,factors,BRCA,(,breast,cancer,),1,[,32,],",",BRCA2,[,33,],and,BARD1,(,BRCA1associated,RING,domain,),[,34,],and,including,effector,genes,such,as,topbpl,(,topoisomerase,(,DNA,),II,binding,protein,1,),[,31,],",",rrml,(,ribonucleotide,reductase,M1,),[,35,],",",bripl,(,BRCA1,interacting,protein,C-terminal,helicase,1,),[,36,],",",polel,(,polymerase,(,DNA,directed,),",",epsilon,",",catalytic,subunit,),and,2,(,polymerase,(,DNA,directed,),",",epsilon,2,",",accessory,subunit,),[,37,],",",msh2,(,mutS,homolog,2,",",colon,cancer,",",nonpolyposis,type,1,(,E.,coli,),[,38,],",",mbd4,(,methylCpG,binding,domain,protein,4,),[,39,],",",blm,(,Bloom,syndrome,",",RecQ,helicase-like,),[,38,],",",fancb,(,Fanconi,anemia,",",complementation,group,B,),[,40,],",",rfc4,(,replication,factor,C,(,activator,1,),4,),[,37,],","}	{"They include upregulation of CLDN4 ( Claudin 4 ) , a component of the tight junction strands , and downregulation of CIDEC ( cell death-inducing DNA fragmentation factor-oi-like effector C ) , a potent apoptosis inducer [ 30 ] .","Interestingly , canonical pathway and biological functions identiﬁed by IPA showed a large group of upregulated genes associated with DNA repair and detoxiﬁcation ."}	{"Table 1 .","Severity of necroinflamatory activity and fibrosis in SPARC + ’ + and SPARC \\" ‘ mice after 10 weeks of TAA treatment ( n = 6 — 8 ) or in sPARc * ’ + and sPARc \\" ' BDL mice ( n = 5 — 6 ) ."}	0.998
RELATION_GENEHPOTERM_journal.pone.0069687.pdf_148_148_54_54_3_3	LC3/HP:0002045|Hypothermia	{54}	{3}	{2,:,Mild,hypothermia,and,rewarming,induce,autophagy,The,microtubule-associated,protein,1,light,chain,3,(,LC3,),is,present,in,cells,as,two,isoforms,:,LC3,I,(,18kDa,),located,in,the,cytoplasm,",",and,LC3,ll,(,16kDa,),associated,with,the,inner,membrane,of,autophagosomes,[,29,],",",the,LC3,ll/I,ratio,being,correlated,to,the,level,of,autophagy,.}	{"Similar observations were made by measuring cell death using trypan blue exclusion test ( Figure 4C ) .","A similar induction of apoptosis was observed in osteoblastic MG-63 cells ( Figure 84 ) suggesting that apoptosis is a general cellular response to hypothermia and rewarming ."}	{"It was measured by western-blot in WI26 cells experiencing mild cold shock and warming-up ( Figure 5A ) .","LC3 ll/I ratio was low in control samples , increased up to 10 fold after 1 and 5 days at 25 ° C and further transiently increased , up to 25 fold , during rewarming ( Figure 5B ) ."}	0.316
RELATION_GENEHPOTERM_journal.pone.0086657.pdf_11_11_28_28_35_36	CACNA1G/HP:0003003|Colon cancer	{28}	{35,36}	{In,total,",",31,CpG,sites,",",located,in,8,different,genes,(,RUNX3,",",MLH1,",",NEUROG1,",",CDKN2A,",",|,GF2,",",CRABP1,",",SOCS1,and,CACNA1G,),were,investigated,in,64,distinct,colon,cancers,and,2,colon,cancer,cell,lines,.}	{"— .","MLPA ) , with subsequent fragment analysis , was used to investigate methylation of tumour samples ."}	{"The Ogino gene panel includes all 8 genes , in addition to the Weisenberger panel of which only 5 of the 8 genes included were investigated .","In total , 18 alternative combinations of scoring of CIMP positivity on probe — , gene — , and pane | ."}	0.234
RELATION_GENEHPOTERM_journal.pone.0072692.pdf_264_264_307_310_196_196	vascular_endothelial_growth_factor/HP:0001909|Leukemia	{307,308,309,310}	{196}	{MK14_173_185,Mitogen,»,activated,protein,kinase,14,X,X,NPT2A_501_513,Solute,carrier,family,34,(,sodium,phosphate,),",",member,1,X,X,NTRK1_489_501,Neurotrophic,tyrosine,kinase,",",receptor,",",type,1,X,NTRK2_696_708,Neurotrophic,tyrosine,kinase,",",receptor,",",type,2,X,X,P85A_600_612,Phosphoinositide,—,3,—,kinase,",",regulatory,subunit,1,(,alpha,),X,PAX,|,_,111_123,Paxillin,X,X,PAX,|,_,24_36,Paxillin,X,PDPK1_2_14,3,—,phosphoinositide,dependent,protein,kinase,—,1,X,PDPK1_369_381,3,»,phosphoinositide,dependent,protein,kinase,—,1,X,X,PECA1_706_718,Platelet/endothelial,cell,adhesion,molecule,X,PGFRB_1002_1014,P,|,ate,|,et,—,derived,growth,factor,receptor,",",beta,polypeptide,X,PGFRB_1014_1028,P,|,ate,|,et,—,derived,growth,factor,receptor,",",beta,polypeptide,X,X,PGFRB_572_584,P,|,ate,|,et,—,derived,growth,factor,receptor,",",beta,polypeptide,X,PGFRB_768_780,P,|,ate,|,et,—,derived,growth,factor,receptor,",",beta,polypeptide,X,PGFRB_771_783,P,|,ate,|,et,—,derived,growth,factor,receptor,",",beta,polypeptide,X,PLCG1_764_776,Phospholipase,C,",",gamma,1,X,X,PRRX2_202_214,Paired,related,homeoboX,2,X,X,RAF1_332_344,v,—,raf,—,1,murine,leukemia,viral,oncogene,homolog,1,X,RASA1_453_465,RAS,p21,protein,activator,(,GTPase,activating,protein,),1,X,RET_1022_1034,Ret,proto,—,oncogene,X,X,RON_1346_1358,Macrophage,stimulating,1,receptor,(,c,—,met,—,re,|,ated,tyrosine,kinase,),X,SRC8_CH,|,CK_476_488,Cortactin,X,X,SRC8_CH,|,CK_492_504,Cortactin,X,X,STAT1_694_706,Signal,transducer,and,activator,of,transcription,1,X,STAT4_714_726,Signal,transducer,and,activator,of,transcription,4,X,TEC_512_524,Tec,protein,tyrosine,kinase,X,TYRO3_679_691,TYRO3,protein,tyrosine,kinase,X,X,VGFR1_1040_1052,Fms,—,re,|,ated,tyrosine,kinase,1,(,vascular,endothelial,growth,factor,),X,VGFR1_1049_1061,Fms,—,re,|,ated,tyrosine,kinase,1,(,vascular,endothelial,growth,factor,),X,X,VGFR1_1235_1247,Fms,—,re,|,ated,tyrosine,kinase,1,(,vascular,endothelial,growth,factor,),X,X,VGFR2_1046_1058,Kinase,insert,domain,receptor,(,a,type,III,receptor,tyrosine,kinase,),X,VGFR2_1052_1064,Kinase,insert,domain,receptor,(,a,type,III,receptor,tyrosine,kinase,),X,ZAP70_485_497,Zeta,—,chain,(,T,CR,),associated,protein,kinase,X,X}	{"Me | JD vs patient-3 - Melanoma","Kinase substrate ID Encoding protein MM200 post tissue"}	{"X denotes the kinase substrates that are signiﬁcantly affected between BRAF ( V600E ) and BRAF wi | d ~ type .","X highlighted in bold denotes kinase substrates that were also identified as signiﬁcant in melanoma tissue ."}	0.852
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0101286.pdf_254_254_18_18_21_21_UNSUP	BRAF/HP:0002861|Melanoma	{18}	{21}	{In,vitro,mutant,BRAF,inhibition,modulates,BIM,and,MCL1,expression,similarly,to,clinical,BRAF,inhibition,in,patients,with,BRAF,—,mutant,melanoma,We,assayed,a,panel,of,BRAFV6,(,),(,),E,mutant,human,melanoma,cell,lines,for,the,same,group,of,BCL2,family,members,and,found,them,to,recapitulate,the,responses,found,in,patients,.}	{"Protein expression of the BCL-2 family members MCL-1 , BCL-2 , BCL-XL and BCL-W were not signiﬁcantly changed while BIM and BID levels increased in the setting of BRAFi therapy ( Figures 3A and 313 ) .","Similarly , there is no signiﬁcant increase of CASP7 in the setting of BRAF i therapy , though there is signiﬁcant variability of effects on CASP7 in individual patient samples ."}	{"BRAF inhibition of the MAPK pathway resulted in signiﬁcant increases in mRNA levels of BIM and BCL2-W ( p < 0.05 ) ( Figures 4A and 413 ) , consistent with clinical samples .","Increased levels of BID and BCL2 ."}	0.96
RELATION_GENEHPOTERM_journal.pone.0090154.pdf_353_353_42_45_31_31	epidermal_growth_factor_receptor/HP:0003006|Neuroblastoma	{42,43,44,45}	{31}	{Zage,PE,",",Sirisaengtaksin,N,",",Liu,Y,",",Gireud,l,"\\\\",’,I,",",Brown,BS,",",et,al,(,2013,),UBE4B,levels,are,correlated,with,clinical,outcomes,in,neuroblastoma,patients,and,with,altered,neuroblastoma,cell,proliferation,and,sensitivity,to,epidermal,growth,factor,receptor,inhibitors,.}	{"EIVIBO J 23 ( 3 ) : 659 — 69 .","23 ."}	{"Cancer 119 ( 4 ) : 915 — 23 .","doi : 10.1002 / cncr .27785 ."}	0.62
RELATION_GENEHPOTERM_journal.pone.0080454.pdf_54_54_10_10_12_12	myostatin/HP:0004326|Cachexia	{10}	{12}	{Because,genetic,",",antibody,or,decoy,receptor,mediated,inhibition,of,myostatin,reverses,cachexia,in,mice,with,different,diseases,and,because,cachexia,in,chronic,disease,is,associated,with,a,particularly,poor,prognosis,in,humans,[,"6,14-18",],",",therapeutic,strategies,to,inhibit,myostatin,signalling,in,patients,are,being,developed,[,19,],.}	{"Myostatin not only plays a prominent role as negative regulator of skeletal muscle size during physiological pre - and postnatal growth , but also during disease in adult life , when its expression is induced in cardiac or skeletal muscle of rodents with heart disease or cancer as well as in patients with cardiomyopathy , chronic obstructive pulmonary disease and some selected forms of cancer [ 5-13 ] .","Increased serum levels of the myostatin ligand were found to accompany enhanced tissue expression in mice with heart failure , but it is not known whether this is also the case in patients [ 6 ] ."}	{"However , in order to be able to diagnose myostatin induced cachexia , to identify patients at risk for muscle wasting or bad prognosis and to guide therapy , it would be necessary to determine the serum myostatin concentration in a reliable , very specific and highthroughput manner .","The development of such an assay has been proven to be difficult and only recently one competitive immunoassay , which was designed to measure the precursor molecule promyostatin , has been commercially released and is currently mainly used for this purpose [ 20 ] ."}	0.842
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0069064.pdf_337_337_31_31_8_8	BRAF/HP:0002861|Melanoma	{31}	{8}	{Consistently,",",inhibition,of,the,BRAFV600E,in,human,melanoma,cell,lines,using,the,speciﬁc,inhibitor,PLX,—,4032,(,vemurafenib,),resulted,in,substantial,decrease,in,the,expression,of,the,downstream,BRAF,target,phopho-ERK,1,/,2,as,expected,but,also,in,GLI1,further,conﬁrming,that,GLI1,being,a,target,of,MAPK,signaling,pathway,and,that,MAPK,and,SHH-GL1,pathway,do,interact,with,each,other,in,melanoma,.}	{"Propidium iodide","Propidium iodide expression of GLI1 as compared to the primary melanomas harboring wild type BRAF molecules ."}	{"Cyclopamine ( 1 1-deoxojervine ) is a natural chemical compound that belongs to the group of steroidal jerveratrum alkaloids .","It is a teratogen isolated from the corn lily ( veratrum californicum ) that causes usually fatal birth defects ."}	0.964
RELATION_GENEHPOTERM_journal.pone.0007448.pdf_246_246_45_45_80_80	CD33/HP:0001909|Leukemia	{45}	{80}	{p,|,osone.org,in,the,SYFPEITHI,database,has,predominantly,been,obtained,from,cells,belonging,to,the,haematopoietic,lineage,",",our,analysis,focuses,on,delineation,of,expression,patterns,in,haematopoietic,tissues,(,BDCA4,Dendritic,Cells,",",B,Lymphoblasts,",",CD14,Monocytes,",",CD19,B,Cells,",",CD33,Myeloid,Cells,",",CD34,Cells,",",CD4,T,Cells,",",CD56,NK,Cells,",",CD71,Early,Erythroid,",",CD8,T,Cells,",",Lymphoma,Raji,",",Tonsil,",",WHOLEBLOOD,(,HV,),",",Bonemarrow,",",Leukemia,",",Leukemia,Lymphoblastic,(,molt4,),",",Leukemia,Promyelocytic,(,hl60,),",",Lymph,",",Lymphnode,",",Lymphoma,Burkitts,Daudi,",",and,Thymus,),.}	{"Among the tissue types in the GNF gene expression database , we only used a subset : Since the ligand data","T PLoS ONE | www ."}	{"The mRNA expression values for all tissues were present in duplicates and for subsequent analysis the median values for the tissues were calculated .","The MHC ligand-containing proteins in the MHCI and MHCII data sets were integrated with data from the GNF gene expression database [ 18 ] : We mapped the 22,283 probes on the HG U133A array to UniProtKB accession numbers , which led to 12,489 unique proteins ."}	0.414
RELATION_GENEHPOTERM_journal.pone.0008671.pdf_281_281_11_11_7_7	interferon/HP:0002861|Melanoma	{11}	{7}	{Furthermore,",",induction,of,terminal,differentiation,in,melanoma,cells,with,ﬁbroblast,interferon,and,mezerein,lead,to,an,increase,in,IL-24,mRNA,expression,primarily,through,an,increased,stability,of,IL-24,mRNA,[,l,",2",1,],.}	{"Taken together these ﬁndings demonstrate that p38 MAPK regulates IL-24 mRNA expression by interfering with destabilization exerted by the 3 ’ UTR of IL-24 mRNA .","IL-24 expression can be detected in melanocytes and early melanomas but expression levels decrease as melanomas advance becoming virtually undetectable in metastatic disease [ 5 , l2 ] ."}	{"p38 MAPK is known to be involved in the growth and differentiation of normal cells [ 32 ] .","In melanoma cells p38 MAPK has been reported to mediate or-melanocyte stimulating hormone-induced differentiation [ 33,34 ] ."}	0.234
RELATION_GENEHPOTERM_journal.pntd.0001786.pdf_179_179_18_18_9_9	albumin/HP:0001945|Fever	{18}	{9}	{Serum,urea,0.35,0.2,0.57,<,0.0001,Duration,of,fever,(,days,),0.6,0.39,0.89,0.0098,Serum,albumin,0.71,0.6,0.83,<,0.0001,Leukocyte,count,1.53,1.06,2.22,0.022,Platelet,count,(,per,10,units,),1.61,1.41,1.89,<,0.0001,Lymphocyte,proportion,(,per,10,units,),2.1,1.2,3.9,0.0063,Serum,creatinine,(,per,10,units,),2.2,1.5,3.5,<,0.0001,Serum,bilirubin,(,per,10,units,),3.7,1.8,8.1,0.0011,Myalgia/arthralgia,1,3,3,73,0.0003,Hemoglobin,13,2.7,73,0.0013}	{"Variable aOR 95 % CI p","Tachycardia ( pu | se > 100/minute ) 0.0029 0.00016 0.036 < 0.0001 Cough 0.067 0.0052 0.59 0.012 Fever at presentation 0.042 0.0003 0.5 0.01 Serum alanine aminotransferase ( per 100 units ) 0.11 0.014 0.41 0.0001 Anorexia 0.14 0.023 0.67 0.011 Serum hematocrit 0.34 0.18 0.63 0.0003"}	{"Table 1b","Variable aoR 95 % Cl p"}	0.382
RELATION_GENEHPOTERM_journal.pone.0050747.pdf_343_343_23_23_34_36	TP53/HP:0002860|Squamous cell carcinoma	{23}	{34,35,36}	{Tanuma,J,",",Izumo,T,",",Hirano,1V4,",",Oyazato,Y,",",Hori,F,",",et,al.,(,2010,),FGFR4,polymorphism,",",TP53,mutation,",",and,their,combinations,are,prognostic,factors,for,oral,squamous,cell,carcinoma,.}	{"Xu B , Tong N , Chen SQ Hua LX , \\\\ / Vang Z ] , et al. ( 2011 ) FGFR4 Gly388Arg polymorphism contributes to prostate cancer development and progression : a meta-analysis of 2618 cases and 2305 controls .","BMC Cancer 11 : 84 ."}	{"Oncol Rep 23 : 739 — 744 .","Seitzer N , lVIayr T , Streit S , Ullrich A ( 2010 ) A single nucleotide change in the mouse genome accelerates breast cancer progression ."}	0.942
RELATION_GENEHPOTERM_SUP_F_H_journal.ppat.1003284.pdf_166_166_23_23_40_40_UNSUP	hTERT/figure	{23}	{40}	{HPV,E6,was,used,as,positive,control,in,this,experiment,(,Figure,"\\\\",/,Ve,also,conﬁrmed,that,both,wild,type,and,mutant,hTERT,proteins,were,biologically,active,in,this,assay,and,able,to,activate,the,cyclin,D,promoter,(,Figure,4B,),as,described,previously,[,30,],.}	{"To test this , we transfected wild type or mutant hTERT proteins along with an hTERT core promoter construct into HFK .","The data from luciferase reporter assays demonstrated that neither wild type hTERT nor mutant hTERT-D868A activated the hTERT promoter ( Figure T This is consistent with the lack of endogenous telomerase activity in early-passage cells transduced with the hTERT-D868A mutant ( Figure 3B ) ."}	{"Together , these ﬁndings suggest that inactive hTERT proteins ( in collaboration with E7 ) can mediate","A 60 E % .5 50 25 8 40 ‘ C 8 30 ' +27 / meat ' 5 - E7IhTERT oa6aA % ‘ hTERT 8 - / ‘ E7lhTERT N+T"}	0.71
RELATION_GENEHPOTERM_journal.pone.0076889.pdf_478_478_2_2_18_18	TOP2A/HP:0002665|Lymphoma	{2}	{18}	{Lastly,",",TOP2A,encodes,a,direct,target,of,doxorubicin,",",a,drug,in,the,standard,CHOP,regimen,of,lymphoma,therapy,.}	{"LGALS3 , the only anti-apoptotic member of the large galectin family of genes , regulates death in DLBCL cells [ 56 ] .","NEK2 , a regulator of mitosis [ 38 ] is a putative therapeutic target in patients with DLBCL [ 36 ] ."}	{"Improved understanding of the 6 genes described above , either individually or in concert , may lead to new approaches in treatment of high-grade B lymphoma .","Even as a potential target , FOXM1 expression did not predict overall survival in the Lenz et al. [ 18 ] study ( CHOP : 1.024 HR , 0.792-1 .325 95 % CI ; R-CHOP : 1.02 HR , 0.789-1 .317 CI ) ."}	0.864
RELATION_GENEHPOTERM_journal.pone.0077753.pdf_16_16_13_13_18_18	CD111/HP:0003006|Neuroblastoma	{13}	{18}	{Finally,",",these,studies,showed,that,the,primary,entry,protein,for,oHSV,",",CD111,was,expressed,by,numerous,neuroblastoma,cell,lines,and,was,also,present,in,human,neuroblastoma,specimens,.}	{"In addition , we showed that in murine xenografts , treatment with M002 signiﬁcantly decreased tumor growth , and that this effect was augmented with the addition of ionizing radiation .","importantly , survival could be increased by subsequent doses of radiation without re — dosing of the virus ."}	{"We concluded that M002 effectively targeted neuroblastoma and that this oHSV may have potential for use in children with unresponsive or relapsed neuroblastoma .","Citation : Gillory LA , Megison ML , Stewart JE , Mroczek-Musulman E , Nabers HC , et al. ( 2013 ) Preclinical Evaluation of Engineered Oncolytic Herpes Simplex Virus for the Treatment of Neuroblastoma ."}	0.682
