relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation	gene_expectation	hpoterm_expectation	features	weights
RELATION_GENEHPOTERM_journal.pone.0000109.pdf_143_143_157_157_2_3	NS/HP:0004469|Chronic bronchitis	{157}	{2,3}	{0r1,>,Chronic,bronchitis,or,emphysema,of,the,lung,9.5,8.9,NS,"}",>,Asthma,4.2,6.0,<,0.001,@,>,Allergic,rhinitis,",",e.g.,",",hay,fever,24.1,31.3,<,0.001,3,High,blood,pressure,27.7,24.7,<,0.001,`,),>,Hypertension,5.7,4.8,0.003,@,$,>,High,cholesterol,14.1,13.2,0.047,>,Diabetes,2.2,2.1,NS,ݳ,>,Myocardial,infarction,0.7,0.7,NS,>,Angina,pectoris,1.6,1.5,NS,P˲,>,Arterial,fibrillation,or,flutter,1.4,1.4,NS,3,Stroke,0.3,0.2,NS,PH,>,Other,disorder,of,the,brain,circulation,1.4,1.3,NS,o,>,Gastric/duodenal,ulcer,6.1,5.0,<,0.001,@,>,Liver,disease,1.4,1.3,NS,3,Kidney,disease,2.5,2.0,0.017,Rheumatoid,arthritis,2.0,1.7,0.047,t,>,Osteoarthritis,7.2,5.5,NS,3,Sciatica,15.8,13.5,<,0.001,П,>,>,Grey,cataract,or,glaucoma,1.2,1.0,NS,pc,>,Migraine,20.9,18.3,<,0.001,3,Epilepsy,1.4,1.1,NS,o,',>,Brain,damage,(,more,serious,than,concussion,),0.9,0.8,NS,o,>,Meningitis,or,cerebrospinal,meningitis,2.1,1.8,NS,B,>,>,Other,brain,or,neurological,disease,1.6,1.7,NS,3,Depression,12.6,11.3,0.006,=,>,Panic,attack,5.6,4.3,<,0.001,P,=,>,Anorexia,",",bulimia,1.8,1.8,NS,Other,mental,disturbance,3.0,2.9,NS,>,Malignant,growth,(,cancer,),1.7,1.7,NS}	{"Having a pet","` @ > DISEASE INDICATORS Yes No P value"}	{"> “ Combines categories no/not wanted and no/impossible to keep .","I doi :10.1371 / journa | ."}	0.968	0.058	1	{INV_VERB_[flutter],GENE_NGRAM_RIGHT_1_[o],INV_MIN_VERB_[pectori],GENE_NGRAM_LEFT_1_[1.1],HPO_NGRAM_LEFT_1_[>],HPO_NGRAM_RIGHT_1_[or],INV_VERB_[pectori]}	{3.74169,-2.40032,1.95511,1.91909,-1.28462,-0.839392,0.33952}
RELATION_GENEHPOTERM_journal.pone.0018562.pdf_445_445_32_32_13_14	COX2/HP:0003003|Colon cancer	{32}	{13,14}	{As,our,results,in,GC,cells,are,in,agreement,with,those,reported,for,colon,cancer,cells,",",it,is,tempting,to,speculate,that,Wnt,/,B-catenin,signaling,could,be,similarly,involved,in,COX2,regulation,in,other,tumors,[,"21,28",],.}	{"Our data , nevertheless , does not rule out the contribution of other genomic regions in the human COX2 gene [ 21 ] .","Instead , we propose that in GC cells a complex web of interactions is present where the TBE Site II cooperates with other response elements to up-regulate COX2 expression ."}	{"Indeed , moderate to strong protein levels of [ 3catenin can be observed in ca .","72 % of all cancers analyzed in the Human Atlas Protein tissue database [ 54 ] ."}	0.902	0.954	0.998	{GENE_NGRAM_LEFT_1_[in],INV_VERB_[speculate],HPO_NGRAM_RIGHT_1_[cell],INV_VERB_[involve],GENE_NGRAM_RIGHT_1_[regulation],INV_VERB_[be],INV_MIN_VERB_GENE_[report],INV_VERB_[[],INV_MIN_VERB_HPO_[involve],HPO_NGRAM_LEFT_1_[for],INV_VERB_[report]}	{1.66805,-0.736388,0.712768,0.603815,0.354076,-0.247002,-0.191612,0.172562,-0.109932,0.0799357,0.0063628}
RELATION_GENEHPOTERM_journal.pgen.1002334.pdf_253_253_116_116_35_35	HS/HP:0010522|Dyslexia	{116}	{35}	{Band,CNV,Sample,Cohort,Type,count,Inheritance,count,count,count,chr7,69876932,70546042,6691,10,7q1,1.22,duplication,1,102,Dyslexia,HS,1,paternal,o,o,o,chr7,110381300,110851860,470560,7q31,.1,deletion,3437,Dyslexia,non,HS,102,paternal,2,o,o,chr8,11373083,11434911,61828,8p23,.1,deletion,1012,Dyslexia,HS,16,maternal,o,o,o,chr9,6348644,6740836,392192,9p24,.1,deletion,1004,Dyslexia,non,HS,11,paternal,o,o,o,chr9,1,9098781,9098780,9p24,deletion,3381,D,non,HS,3,de,novo,o,15,o,chr11,121813520,134447248,12633728,11q24.1-q25,deletion,2597,ID,non,HS,33,de,novo,o,15,o,chr18,1,15313807,15313806,18p11,.21,duplication,2492,D,non,HS,1,de,novo,o,4,o,chr9,73827781,79830447,6002666,9q21,.13,deletion,3413,D,non,HS,1,de,novo,o,4,o,chr3,196825112,197208742,383630,3q29,deletion,3331,D,HS,o,NA,o,2,1,chr6,161747330,162612669,865339,6q26,deletion,2562,D,non,HS,o,maternal,o,2,o,chr6,162129914,162555946,426032,6q26,deletion,2548,D,non,HS,48,paternal,o,2,o,chr9,218822,3742630,3523808,9p24,deletion,2615,D,non,HS,1,de,novo,o,2,o,chr3,71242809,77832202,6589393,3p13,deletion,2509,D,non,HS,o,de,novo,o,1,o,chr3,127000260,131353408,4353148,3q21,.3,duplication,2237,D,non,HS,1,NA,o,1,o,chr6,107959196,111971187,4011991,6q21,deletion,2644,D,non,HS,o,de,novo,o,1,o,chrX,146437800,147110597,672797,Xq27,duplication,2643,D,non,HS,6,NA,o,1,o,chrY,6895278,7233586,338308,Yp11,.2,duplication,2580,D,non,HS,2,NA,o,1,o,chr1,76466419,77200494,734075,1p31,.1,duplication,3399,D,non,HS,o,maternal,o,o,o,chr1,90483825,90786224,302399,1p22,.2,duplication,1799,D,non,HS,48,NA,o,o,o,chr1,235537560,237086860,1549300,1q43,deletion,2518,D,non,HS,2,NA,o,o,o,chr10,128662416,129042087,379671,10q26,.2,deletion,1402,D,non,HS,23,maternal,o,o,o,chr11,22232079,25091772,2859693,11p14,.3,deletion,1613,D,non,HS,2,de,novo,o,o,o,chr13,95576502,96051348,474846,13q31,.3,q32,.2,deletion,2175,ID,non,HS,3,NA,o,o,o,chr14,40428504,40755943,327439,14q21,.1,duplication,3322,D,non,HS,89,NA,o,o,1,chr15,80767738,100147041,19379303,15q25,duplication,2522,D,non,HS,36,paternal,or,o,o,o}	{"Cont .","Gene Control DECIPHER DGV Chr Start End Size Chr ."}	{"de novo chr17 34089604 34566438 476834 17q12 duplication 72 D HS 4 NA o o o chr18 50965716 52820402 1854686 18q21 duplication 1164 D non HS 37 de novo o o o chr19 60032498 61147051 1114553 19q13 .42 deletion 3262 D non HS 24 de novo o o o chr2 153753287 183588035 29834748 2q24 .3 q32 .1 duplication 2559 D non HS 5 de novo o o o chr2 188179827 188853079 673252 2q32 .1 duplication 2522 D non HS 1 paternal or o o o","de novo chr3 50846910 58424157 7577247 3p21 .31 p14 .3 duplication 3448 ID non HS 54 de novo o o o chr3 62489781 63320060 832020 3p14 .2 duplication 3445 D non HS 413 paternal o o o chr3 137464270 137768886 304616 3q22 .3 deletion 3349 D non HS 25 NA o o o chr4 7148184 7818626 670442 4p16 .1 duplication 2488 D non HS 2 NA o o o chr4 43534966 45590689 2055723 4p13 deletion 1318 D non HS o paternal o o o chr4 57346833 86106712 28759879 4q12q21 .33 duplication 2154 ID non HS 2 de novo o o o chr4 152300259 152723977 423718 4q31 .3 deletion 699 D non HS 9 de novo o o o chr5 28427525 28630668 203143 5p14 .1 deletion 2569 D non HS 4 NA o o o chr5 98793016 98851760 58744 5q21 .1 deletion 1519 D HS 1 NA o o o chr5 156526018 164133824 7607806 5q33 .3 q34 duplication 3448 ID non HS 1 de novo o o o chr6 92767349 92988105 220756 6q16 .1 deletion 3316 D non HS 15 NA o o o chr7 45180992 45274014 93022 7p13 deletion 3296 D HS 1 paternal or o o 1"}	0.982	0.018	0.936	{HPO_NGRAM_RIGHT_1_[non],GENE_NGRAM_LEFT_1_[non],GENE_NGRAM_RIGHT_1_[1],HPO_NGRAM_LEFT_1_[3437]}	{3.27322,2.52213,-1.54695,0}
RELATION_GENEHPOTERM_journal.pcbi.1000043.pdf_392_392_153_153_168_170	MKNK2/HP:0001644|Dilated cardiomyopathy	{153}	{168,170}	{FXYD7,ENSG00000142290,1,A,100,2.71,E-08,SCN1,B,ENSG00000105711,2,$,(,viii,),A,100,2.71E-08,APLP1,ENSG00000105290,1,A,82,6.25E-08,CA11,ENSG00000063180,1,A,82,6.25E-08,',|,',|,',YH1,ENSG00000167614,1,A,82,6.25E-08,LRRC4B,ENSG00000131409,1,A,125,4.1,1,E-07,MAG,ENSG00000105695,1,A,125,4.1,1,E-07,TMEM145,ENSG00000167619,1,A,125,4.11E-07,ZNF536,ENSG00000198597,1,A,125,4.11E-07,ZNF8,ENSG00000083842,1,A,173,7.17E-07,CPT1,C,ENSG00000169169,1,A,115,8.94E-07,CADM4,ENSG00000105767,1,A,73,9.65,E-07,L,|,N7B,ENSG00000104863,1,A,139,1.05,E-06,PLD3,ENSG00000105223,1,A,139,1.05E-06,SPTB,N4,ENSG00000160460,1,A,139,1.05,E-06,GR,|,K5,ENSG00000105737,1,A,88,3.73E-06,601846,Vacuolar,neuromyopathy,;,19p13,.3,238,|,TGB1BP3,ENSG00000077009,1,A,119,2.44E-14,NRTN,ENSG00000171119,1,A,108,2.89E-13,GNG7,ENSG00000176533,1,A,144,2.41,E-10,PRTN3,ENSG00000196415,1,A,113,1.20E-09,MKNK2,ENSG00000099875,1,A,45,2.27E-07,TR,|,P10,ENSG00000125733,1,A,45,2.27E-07,602067,Cardiomyopathy,",",dilated,",",1f,;,6q23,74,AHI1,ENSG00000135541,1,A,144,3.32E-14,EYA4,ENSG00000112319,1,A,134,9.27E-13,TCF21,ENSG00000118526,1,A,33,3.69E-12,H,EBP2,ENSG00000051620,1,A,72,2.44E-06,603165,Dermatitis,",",atopic,;,1q21,334,ANXA9,ENSG00000143412,1,A,72,2.24E-09,ECM1,ENSG00000143369,1,A,72,2.24E-09,FLG,ENSG00000143631,2,A,72,2.24E-09,LOR,ENSG00000203782,1,A,72,2.24E-09,S100A14,ENSG00000189334,1,A,72,2.24E-09,SPRR1,B,ENSG00000169469,1,A,72,2.24E-09,603204,Epilepsy,",",nocturnal,frontal,lobe,",",type,2,;,97,LINGO1,ENSG00O00169783,1,A,68,2.45,E,—,08}	{"601676 Acute insulin response ; 1p31 156 ANGPTL3 ENSGOOO00132855 1 A 46 4.21 E — 08 CTH ENSG000001 16761 1 A 46 4.21 E-08 CRYZ ENSG000001 16791 1 A 37 1.84E-07 601764 Convulsions , benign familial infantile , 1002 ATP1A3 ENSG00000105409 1 A 100 2.71E-08","1 ; 19q"}	{15q24,"SCAMP5 ENSG00000198794 1 A 51 9.65 E-08 603511 Muscular dystrophy , | imb — gird | e , 1069 ASB10 ENSG00000146926 1 A 72 8.28E-09"}	0.904	0.534	0.958	{HPO_NGRAM_LEFT_1_[602067],MIN_VERB_[dilate],SINGLE_VERB_[dilate],"HPO_NGRAM_RIGHT_1_[,]",GENE_NGRAM_RIGHT_1_[ensg00000099875],GENE_NGRAM_LEFT_1_[1.20e-09]}	{1.07063,1.04944,0.526757,-0.507957,0,0}
RELATION_GENEHPOTERM_journal.pone.0032050.pdf_539_539_32_32_36_36	IKBKAP/HP:0002459|Dysautonomia	{32}	{36}	{Slaugenhaupt,SA,",",Blumenfeld,A,",",Gill,SP,",",Leyne,1,"\\\\",’,I,",",lylullj,",",et,al.,(,2001,),Tissue,»,speciﬁc,expression,of,a,splicing,mutation,in,the,IKBKAP,gene,causes,familial,dysautonomia,.}	{"Anderson SL , Coli R , Daly IVV , Kichula EA , Rork 1\\\\/I ] , et al. ( 2001 ) Familial dysautonomia is caused by mutations of the IKAP gene .","Am ] Hum Gene 68 ( 3 ) : 753 — 8 ."}	{"Am ] Hum Genet 68 ( 3 ) : 598 * 605 .","Cuajungco 1\\\\/IP , Leyne 1V1 , l \\\\ ’ lullJ , Gill SP , GusellaJF , Slaugenhaupt SA ( 2001 ) Cloning , characterization , and genomic structure of the mouse Ikbkap gene ."}	0.966	0.866	0.998	{HPO_NGRAM_LEFT_1_[familial],GENE_NGRAM_LEFT_1_[the],SINGLE_VERB_[cause],HPO_NGRAM_RIGHT_1_[.],GENE_NGRAM_RIGHT_1_[gene],WORD_SEQ_LEN_[3],"WORD_SEQ_[gene cause familial]","WORD_SEQ_NER_[gene cause familial]",DEP_PATH_[prep_in-dep|(@dobj],MIN_VERB_[cause]}	{1.45181,0.979093,0.956553,-0.710675,0.639715,-0.385881,0.362516,0.362516,-0.115036,-0.0400453}
RELATION_GENEHPOTERM_journal.pone.0093850.pdf_200_200_2_2_7_7	PI6/HP:0002665|Lymphoma	{2}	{7}	{Reduced,of,PI6,protein,expression,in,thymic,lymphoma,induced,by,irradiation,.}	{Lymphema,"Figure 4 ."}	{"doi :10.1371 / journa | .","pone ."}	0.944	0.982	1	{HPO_NGRAM_LEFT_1_[thymic],GENE_NGRAM_LEFT_1_[of],DEP_PATH_[nn@prep_in],GENE_NGRAM_RIGHT_1_[protein],HPO_NGRAM_RIGHT_1_[induce],MIN_VERB_[reduce],SINGLE_VERB_[induce],WORD_SEQ_LEN_[4],"WORD_SEQ_NER_[protein expression in thymic]","WORD_SEQ_[protein expression in thymic]"}	{2.94508,1.38319,1.01283,-0.571527,-0.551645,-0.465004,-0.412773,-0.297655,0,0}
RELATION_GENEHPOTERM_journal.pone.0014039.pdf_473_473_22_22_26_27	STAT3/HP:0003003|Colon cancer	{22}	{26,27}	{Christine,R,",",Sylvie,R,",",Erik,B,",",Genevieve,P,",",Amelie,R,",",et,al.,(,2005,),Implication,of,STAT3,signaling,in,human,colonic,cancer,cells,during,intestinal,trefoil,factor,3,Q,>,z,~,and,vascular,endothelial,growth,factor-mediated,cellular,invasion,and,tumor,growth,.}	{"Blaskovich KIA , SunJ , lantor A , Turkson J , Jove R , et al. ( 2003 ) Discovery of JS1-124 ( cucurbitacin I ) , a selective Janus kinase/signal transducer and activator of transcription 3 signaling pathway inhibitor with potent antitumor activity against human and murine cancer cells in mice .","Cancer Res 63 : 1270 * 1279 ."}	{"Cancer Res 65 : 195 — 202 .","Shi X , Franko B , Frantz C , Amin HNI , Lai R ( 2006 ) JSI-124 ( cucurbitacin I ) inhibits Janus kinase-3 / signal transducer and activator of transcription-3 signalling , downregulates nucleophosmin-anaplastic lymphoma kinase ( ALK ) , and induces apoptosis in ALK ~ positive anaplastic large cell lymphoma cells ."}	0.968	0.992	1	{GENE_NGRAM_LEFT_1_[of],DEP_PATH_[nn@nn-prep_in|cell],HPO_NGRAM_LEFT_1_[human],GENE_NGRAM_RIGHT_1_[signaling],HPO_NGRAM_RIGHT_1_[cell],"WORD_SEQ_[signaling in human]","WORD_SEQ_NER_[signaling in human]",WORD_SEQ_LEN_[3]}	{1.38319,1.28503,0.901477,0.899007,0.712768,-0.670012,-0.670012,-0.385881}
RELATION_GENEHPOTERM_journal.pone.0062765.pdf_60_60_8_8_31_31	EMR2/HP:0009733|Glioma	{8}	{31}	{Two,other,members,of,the,EGF-TM7,family,",",EMR2,and,EMR3,",",have,also,been,identiﬁed,in,GBM,",",adding,to,evidence,that,this,family,may,play,an,important,role,in,glioma,biology,[,"27,28",],.}	{"p | osone.org 1 April 2013 | Volume 8 | Issue 4 | e62765","recently implicated in GBM after suppression of Wilms tumor 1 ( VVT1 ) resulted in downregulation of the CD97 gene product [ 26 ] ."}	{"\\\\ / V e present data characterizing the expression and function of CD97 in human GBM .","Using siRNA knockdown , we show that CD97 confers in invasive and migratory phenotype , but has no effect on cell proliferation ."}	0.976	0.994	0.922	{HPO_NGRAM_RIGHT_1_[biology],"GENE_NGRAM_LEFT_1_[,]",GENE_NGRAM_RIGHT_1_[and],VERB_[play],VERB_[add],HPO_NGRAM_LEFT_1_[in],MIN_VERB_HPO_[play],MIN_VERB_GENE_[identiﬁed],VERB_[identiﬁed],VERB_[have],VERB_[be]}	{2.05007,1.35772,-1.15632,0.797652,0.520783,0.485962,-0.410635,-0.25672,0.162321,0.156579,-0.125888}
RELATION_GENEHPOTERM_SCPDFS_23309.pdf_453_453_2_2_4_6	GJB6/HP:0007529|Hidrotic ectodermal dysplasia	{2}	{4,5,6}	{Mutations,in,GJB6,cause,hidrotic,ectodermal,dysplasia,.}	{"116 , 3443-3452 .","Lamartine , J. , et al. , 2000 ."}	{"Nat .","Genet ."}	0.926	0.976	0.962	{GENE_NGRAM_LEFT_1_[in],WORD_SEQ_LEN_[1],WORD_SEQ_NER_[cause],WORD_SEQ_[cause],HPO_NGRAM_RIGHT_1_[.],HPO_NGRAM_LEFT_1_[cause],DEP_PATH_[nn@dep],GENE_NGRAM_RIGHT_1_[cause]}	{1.66805,-1.18288,1.13522,1.13522,-0.710675,0.46382,-0.241308,0.103247}
RELATION_GENEHPOTERM_journal.pone.0002396.pdf_47_47_7_7_12_14	PAX9/HP:0011054|Agenesis of molar	{7}	{12,14}	{Mutations,in,PAX9,coding,regions,or,a,PAX9,deletion,causes,preferential,tooth,agenesis,of,molars,[,4,~,9,],.}	{"p | osone.org makes sequence-speciﬁc contact with DNA .","PAX9 is expressed in the neural-crest-derived mesenchyme of the maxillary and mandibular arches , and contributes to palate and tooth formation [ 3 ] ."}	{"In addition to PAX9 and A/ISX ] , AXIN2 , which encodes a \\\\ / Vnt-signaling regulator , is reported to associate with oligodontia and colorectal neoplasia [ lfkl 1 ] .","Among the missing teeth syndrome , oligodontia often occurs with other ectodermal dysplasias , including nail dysplasia , dry skin , ﬁne hair , and sweating defects [ l2 — l4 ] ."}	0.932	0.638	0.192	{GENE_NGRAM_RIGHT_1_[deletion],MIN_VERB_GENE_[code],VERB_[cause],HPO_NGRAM_RIGHT_1_[[],GENE_NGRAM_LEFT_1_[a],WORD_SEQ_LEN_[4],VERB_[code],VERB_[[],HPO_NGRAM_LEFT_1_[tooth],MIN_VERB_HPO_[cause],DEP_PATH_[nn-conj_or|deletion-dobj|region-partmod|code-prep_in|pax9-nsubj|mutation@dobj],"WORD_SEQ_NER_[deletion cause preferential tooth]","WORD_SEQ_[deletion cause preferential tooth]"}	{0.820405,0.808678,0.655168,-0.596447,0.548994,-0.297655,0.217437,0.18615,-0.0379218,0.0367726,0,0,0}
RELATION_GENEHPOTERM_journal.pone.0056741.pdf_6_6_8_8_46_46	NF/HP:0002665|Lymphoma	{8}	{46}	{A,negative,regulator,of,the,nuclear,factor,(,NF,),-,KB,pathway,",",A20,(,TNFAIP3,),",",is,inactivated,in,several,types,of,lymphomas,;,particularly,in,diffuse,large,B-cell,lymphoma,(,DLBCL,),",",classical,Hodgkin,'s,lymphoma,",",and,extranodal,marginal,zone,lymphoma,of,the,mucosa,—,associated,lymphoid,tissue,.}	{"Midori Ando ‘ , Yasuharu Sato ‘ * , Katsuyoshi Takata ‘ , Junko Nomoto ’ , Shigeo Nakamura3 , Koichi Ohshima4 , Tamotsu Takeuchis , Yorihisa Orita ° , Yukio Kobayashiz , Tadashi Yoshino ‘ 1 Department of Pathology , Okayama University Graduate School of Medicine , Dentistry , and Pharmaceutical Sciences , Okayama , Japan , 2 Hematology Division , National Cancer Center Hospital , Tokyo , Japan , 3 Department of Pathology and Clinical Laboratory , Nagoya University Hospital , Nagoya , Japan , 4 Department of Pathology , Kurume University School of Medicine , Fukuoka , Japan , 5Department of Immunopathology , Gifu University Graduate School of Medicine , Gifu , Japan , 6Department of Otolaryngology , Head and Neck Surgew , Okayama University Graduate School of Medicine , Dentistry , and Pharmaceutical Science , Okayama , Japan",Abstract}	{"These findings suggest that the NF-KB activation is related to A20 inactivation .","Recently , A20 inactivation has also been observed in Epstein-Barr virus ( EBV ) ."}	0.93	0.706	0.986	{HPO_NGRAM_LEFT_1_[zone],HPO_NGRAM_RIGHT_1_[of],GENE_NGRAM_RIGHT_1_[)],MIN_VERB_GENE_[inactivate],VERB_[inactivate],GENE_NGRAM_LEFT_1_[(],VERB_[associate],MIN_VERB_HPO_[associate],VERB_[be]}	{3.40259,-2.07371,-1.96269,1.25324,1.13353,0.830444,0.413389,0.146323,-0.125888}
RELATION_GENEHPOTERM_SUP_MAP_journal.pgen.1002543.pdf_630_630_28_28_34_34	TAF1/HP:0001332|Dystonia	{28}	{34}	{Nlakino,S,",",Kaji,R,",",Ando,S,",",Tomizawa,l,"\\\\",’,I,",",Yasuno,K,",",et,al.,(,2007,),Reduced,neuron-speciﬁc,expression,of,the,TAF1,gene,is,associated,with,X-linked,dystonia,~,parkinsonism,.}	{"Nluller H ] , Altenburg E ( 1930 ) The Frequency ofTranslocations Produced by X-Rays in Drosophila .","Genetics 15 : 283 * 311 ."}	{"Am ] Hum Genet 80 : 3934106 .","Nlartin A , Troadec C , Boualem A , Rajab l \\\\ ’ I , Fernandez R , et al. ( 2009 ) A transposon-induced epigenetic change leads to sex determination in melon ."}	0.984	0.872	0.984	{HPO_NGRAM_LEFT_1_[x-linked],GENE_NGRAM_LEFT_1_[the],HPO_NGRAM_RIGHT_1_[~],GENE_NGRAM_RIGHT_1_[gene],VERB_[associate],MIN_VERB_GENE_[reduce],VERB_[reduce],WORD_SEQ_LEN_[5],MIN_VERB_HPO_[associate],VERB_[be],"WORD_SEQ_NER_[gene be associate with MISC]",DEP_PATH_[nn-prep_of|gene-dobj|expression-partmod|reduce-nsubjpass|s@nn-prep_with|parkinsonism],"WORD_SEQ_[gene be associate with x-linked]"}	{3.66668,0.979093,-0.873068,0.639715,0.413389,-0.391882,-0.231778,-0.150256,0.146323,-0.125888,0,0,0}
RELATION_GENEHPOTERM_journal.pone.0000313.pdf_599_599_31_31_47_48	RICK/HP:0100280|Crohn's disease	{31}	{47,48}	{Hollenbach,E,",",Vieth,l,"\\\\",’,I,",",Roessner,A,",",Neumann,l,"\\\\",’,I,",",l,"\\\\",’,Ialfertheiner,P,",",et,al.,(,2005,),Inhibition,of,RICK,/,nuclear,factor-kappaB,and,p38,signaling,attenuates,the,inﬂammatory,response,in,a,murine,model,of,Crohn,disease,.}	{"Nishihara T , l \\\\ ’ Iatsuda l \\\\ ’ I , Aral < i H , Oshima K , Kihara S , et al. ( 2006 ) Elfect of adiponectin on murine colitis induced by dextran sulfate sodium .","Gastroenter — ology 131 : 853-861 ."}	{"J Biol Chem 280 : 14981-14988 .","NIcKenzie BS , Kastelein RA , Cua DJ ( 2006 ) Understanding the IL-23-IL-17 immune pathway ."}	0.956	0.85	1	{MIN_VERB_HPO_[attenuate],GENE_NGRAM_LEFT_1_[of],HPO_NGRAM_RIGHT_1_[.],MIN_VERB_GENE_[attenuate],GENE_NGRAM_RIGHT_1_[/],SINGLE_VERB_[attenuate],HPO_NGRAM_LEFT_1_[of]}	{1.38598,1.38319,-0.710675,0.661853,-0.599163,0.496145,0.195322}
RELATION_GENEHPOTERM_journal.pgen.1004333.pdf_557_557_13_13_17_19	FGF13/HP:0004540|Congenital, generalized hypertrichosis	{13}	{17,18,19}	{Strapps,l,"\\\\",I,",",et,al.,(,2013,),Position,effect,on,FGF13,associated,with,X-linked,congenital,generalized,hypertrichosis,.}	{"DeStefano Gl \\\\ I , Fantauzzo K. A , Petukhova L , Kurban IVI , Tadin .","— ."}	{"Proc Natl Acad Sci U S A 110 : 779047795 .","11 ."}	0.912	0.318	0.804	{HPO_NGRAM_LEFT_1_[x-linked],GENE_NGRAM_RIGHT_1_[associate],HPO_NGRAM_RIGHT_1_[.],VERB_[generalize],VERB_[associate],WORD_SEQ_LEN_[3],MIN_VERB_GENE_[associate],GENE_NGRAM_LEFT_1_[on],MIN_VERB_HPO_[generalize],DEP_PATH_[prep_on-nsubj|effect@prep_with],"WORD_SEQ_[associate with x-linked]","WORD_SEQ_NER_[associate with MISC]"}	{3.66668,-0.887779,-0.710675,0.480455,0.413389,-0.385881,-0.351856,0.203337,-0.111019,0,0,0}
RELATION_GENEHPOTERM_journal.pgen.0040028.pdf_420_420_30_30_24_25	RELN/HP:0001321|Cerebellar hypoplasia	{30}	{24,25}	{Hong,SE,",",Shugart,YY,",",Huang,DT,",",Shahwan,SA,",",Grant,PE,",",et,al.,(,2000,),Autosomal,recessive,lissencephaly,with,cerebellar,hypoplasia,is,associated,with,human,RELN,mutations,.}	{"D’Arcangelo G , Miao GG , Chen SC , Soares HD , Morgan JI , et al. ( 1995 ) A protein related to extracellular matrix proteins deleted in the mouse mutant reeler .","Nature 374 : 719 — 723 ."}	{"Nat Genet 26 : 93 — 96 .","Eastwood SL , Harrison + ( 2003 ) Interstitial white matter neurons express less reelin and are abnormally distributed in schizophrenia : towards an integration of molecular and morphologic aspects of the neurodevelopmental hypothesis ."}	0.966	0.996	1	{GENE_NGRAM_RIGHT_1_[mutation],GENE_NGRAM_LEFT_1_[human],HPO_NGRAM_RIGHT_1_[be],INV_VERB_[associate],INV_MIN_VERB_[associate],INV_WORD_SEQ_LEN_[4],HPO_NGRAM_LEFT_1_[with],INV_DEP_PATH_[nn-prep_with|mutation@nsubjpass],INV_VERB_[be],"INV_WORD_SEQ_[be associate with human]","INV_WORD_SEQ_NER_[be associate with human]"}	{2.63586,1.2603,-0.740968,0.565286,-0.523259,-0.456939,0.285141,0.257976,-0.247002,0,0}
RELATION_GENEHPOTERM_journal.pcbi.1001138.pdf_869_869_25_25_31_31	ERBB3/HP:0100242|Sarcoma	{25}	{31}	{Schaefer,KL,",",Brachwitz,K,",",Braun,Y,",",Diallo,R,",",VVai,DH,",",et,al.,(,2006,),Constitutive,activation,of,neuregu1in,/,ERBB3,signaling,pathway,in,clear,cell,sarcoma,of,soft,tissue,.}	{"Sheng Q Liu X , Fleming E , Yuan K , Piao H , et al. ( 2010 ) An activated ErbB3 / NRGI autocrine loop supports in vivo proliferation in ovarian cancer cells .","Cancer Cell 17 : 2984310 ."}	{"Neoplasia 8 : 6l3 — 622 .",.}	0.914	0.978	0.984	{HPO_NGRAM_RIGHT_1_[of],HPO_NGRAM_LEFT_1_[cell],DEP_PATH_[nn@prep_in],GENE_NGRAM_LEFT_1_[/],GENE_NGRAM_RIGHT_1_[signaling],WORD_SEQ_LEN_[5],"WORD_SEQ_NER_[signaling pathway in clear cell]","WORD_SEQ_[signaling pathway in clear cell]"}	{-2.07371,1.67367,1.01283,0.960197,0.899007,-0.150256,0,0}
RELATION_GENEHPOTERM_SCPDFS_19823.pdf_18_18_9_9_15_18	MED13L/HP:0001680|Coarctation of aorta	{9}	{15,18}	{We,discuss,the,association,of,TBX3,",",TBX5,and,MED13L,gene,duplication,with,coarctaKeywords,:,Coarctation,of,the,aorta,MED13L,RNASET2,TBX3,TBX5,Ventriculomegaly,tion,of,the,aorta,",",and,the,association,of,RNASET2,gene,haploinsufﬁciency,with,ventriculomegaly,in,this,case,.}	{"Article histoiy : Accepted 3 December 2012 Available online 22 December 2012","We present rapid aneuploidy diagnosis of de novo partial trisomy 12q ( 12q24 .21 — > qter ) and partial monosomy 6q ( 6q27 — > qter ) by aCGl - [ using uncultured amniocytes in a fetus with coarctation of the aorta , ventriculomegaly and thickened nuchal fold ."}	{"© 2012 Elsevier B.V. All rights reserved .","1 ."}	0.924	0.992	0.958	{GENE_NGRAM_LEFT_1_[and],MIN_VERB_[discuss],GENE_NGRAM_RIGHT_1_[gene],SINGLE_VERB_[discuss],HPO_NGRAM_LEFT_1_[:],WORD_SEQ_LEN_[5],"WORD_SEQ_NER_[gene duplication with coarctakeyword :]",DEP_PATH_[nn-prep_of|duplication@nn-prep_of|tion-conj_and|coarctation],HPO_NGRAM_RIGHT_1_[med13l],"WORD_SEQ_[gene duplication with coarctakeyword :]"}	{0.988288,0.954901,0.639715,0.383749,-0.308359,-0.150256,0,0,0,0}
